segment_id,avg_mnt_wines,avg_mnt_fruits,avg_mnt_meat_products,avg_mnt_fish_products,avg_mnt_sweet_products,avg_mnt_gold_prods,avg_wine_spend_share,avg_fruit_spend_share,avg_meat_spend_share,avg_fish_spend_share,avg_sweet_spend_share,avg_gold_spend_share,top_category_by_avg_spend,top_category_by_spend_share
0,545.5864022662889,62.68271954674221,407.05099150141643,90.1643059490085,64.69121813031161,72.88526912181302,0.42495983908986007,0.05561359922244173,0.3173003860785343,0.07845064753502168,0.058132152714471926,0.0655433753596701,wine,wine
1,333.57844311377244,11.540119760479042,82.40598802395209,15.382035928143713,11.285029940119761,41.26826347305389,0.6539747271622369,0.02078356046328789,0.18252720345490317,0.02894014951619379,0.02007437183209976,0.09369998757127825,wine,wine
2,17.248882265275707,6.484351713859911,19.795827123695975,10.102831594634873,7.052160953800298,16.763040238450074,0.2522206997051126,0.07867669594744786,0.2601826229442561,0.11751874824102468,0.08128748966394961,0.210113743498209,meat,meat
