Response,response_label,customer_count,avg_household_children,median_household_children,has_children_rate_pct,avg_total_spend,avg_response_recency
0,Non-Responder,1879,1.0005321979776476,1.0,75.30601383714742,540.2086216072379,51.45715806279936
1,Responder,333,0.6486486486486487,0.0,49.549549549549546,985.6606606606607,35.26426426426426
