Response,response_label,Total_Purchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,Web_Purchase_Share,Catalog_Purchase_Share,Store_Purchase_Share,Deal_Purchase_Share,avg_num_web_visits_month
0,Non-Responder,12.072911122937732,3.913783927621075,2.4012772751463545,5.757849920170304,0.32606668862511196,0.15033481240504531,0.5204053111039566,0.2539471515711577,5.32410856838744
1,Responder,15.354354354354355,5.072072072072072,4.201201201201201,6.081081081081081,0.3445023272939192,0.24601603799801453,0.40948163470806614,0.20747110933750665,5.306306306306307
