metric,overall_value,segment_0_value,segment_0_index,segment_1_value,segment_1_index,segment_2_value,segment_2_index
Income,51958.81057866185,73225.79178470255,140.93046197399775,51905.65389221557,99.89769456641852,29648.67213114754,57.061876130250546
Total_Spend,607.2680831826401,1243.0609065155807,204.69722367110168,495.45988023952094,81.58832877283095,77.44709388971684,12.75336149461754
Total_Purchases,12.566907775768536,19.172804532577903,152.56580914476697,12.8562874251497,102.30271164987097,5.256333830104322,41.82678765447427
Average_Spend_Per_Purchase,37.44921583959166,66.27961771742841,176.9853286149639,32.762340382971466,87.48471669821939,12.947393604904784,34.573203509422164
Response_Rate_Pct,15.1579642166295,23.512747875354105,155.11811176832532,11.976047904191617,79.00828721480246,9.985096870342772,65.87360101687219
Catalog_Purchase_Share,0.1647389028763196,0.2939011348485842,178.40420794184558,0.1339654114217786,81.31983950527781,0.06713432700765039,40.75195708815214
Deal_Purchase_Share,0.24695053219330695,0.08533384171735621,34.55503454860301,0.2907101258152235,117.71998352595676,0.36254236945369583,146.8076890678277
Household_Children,0.9475587703435805,0.3385269121813031,35.72621802218714,1.3497005988023951,142.43977693468025,1.0879284649776453,114.81382464363317
